scan,25a,25b,100aa,100ab,100ac,100ba,100bb,100bc,250aaa,250aab,250aac,250aba,250abb,250abc,250aca,250acb,250acc,250baa,250bab,250bac,250bba,250bbb,250bbc,250bca,250bcb,250bcc
0.00481509,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00223958,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0015957,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00380728,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00061588,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00730663,,,,,,,,,,,,,,,,,,,,,,,,,,
0.20682512,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05792111,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00985415,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0170208,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03174603,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00375129,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01651689,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03994849,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0143613,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00086784,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00187565,,,,,,,,,,,,,,,,,,,,,,,,,,
0.101089,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00456314,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03057025,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00165169,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00473111,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00352734,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02161194,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00408723,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00781053,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01718877,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00263151,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00506705,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04666723,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00506705,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02595112,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01998824,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00134375,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00330338,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00333137,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00417122,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00321939,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00148372,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00181966,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01284958,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02861062,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00134375,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00391926,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00576692,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00291145,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00251953,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01052602,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00809048,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00806248,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00876235,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00165169,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01562106,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01408135,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00131575,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00769855,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00097982,,,,,,,,,,,,,,,,,,,,,,,,,,
0.35049411,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0026595,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00747459,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00817446,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00601887,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03054226,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1186417,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02004423,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02066012,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01237367,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00067187,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0021276,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00201562,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00058789,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00926626,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0031914,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00103581,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00786652,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00153971,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01094594,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00417122,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00596288,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00621483,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00414322,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02511128,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0021276,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00702668,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00181966,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00240755,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00573892,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00011198,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02838666,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00632681,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00299544,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00473111,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00282747,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03482545,,,,,,,,,,,,,,,,,,,,,,,,,,
8.398E-05,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02264774,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00047591,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00221158,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08454411,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00086784,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03577727,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00179166,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03768092,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00139974,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00165169,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03689706,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00949022,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00394726,,,,,,,,,,,,,,,,,,,,,,,,,,
0.52599311,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02578315,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00277148,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00445116,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00072786,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04146021,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00019596,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1095714,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00302343,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01153383,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0005319,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1021248,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00324739,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04899079,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01934436,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01766468,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00739061,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00055989,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00459114,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00495507,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00268749,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06883906,,,,,,,,,,,,,,,,,,,,,,,,,,
8.398E-05,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00103581,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00377929,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00302343,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00089583,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00397525,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00134375,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0021276,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00817446,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00263151,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02511128,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03759693,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02362756,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01161782,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02108004,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00674673,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00235156,,,,,,,,,,,,,,,,,,,,,,,,,,
5.599E-05,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00120377,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03448952,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00800649,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00747459,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00249153,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02849864,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02166793,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00369531,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01937236,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00977016,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0005319,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02597912,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00683072,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00671874,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01553708,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00103581,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00529101,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00694269,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01262563,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00641079,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00061588,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00215559,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02427144,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00142773,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01732874,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00330338,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00055989,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00383528,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00179166,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00918227,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00229557,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03961255,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01979228,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00576692,,,,,,,,,,,,,,,,,,,,,,,,,,
0.15831024,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02124801,,,,,,,,,,,,,,,,,,,,,,,,,,
0.15864617,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0005319,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16900423,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00324739,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00419921,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00993813,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00176367,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0010638,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00145573,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00369531,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03524537,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05131435,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00044792,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00114778,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01077797,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00011198,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00050391,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00971417,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00492707,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00131575,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00226757,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00845441,,,,,,,,,,,,,,,,,,,,,,,,,,
0.11836175,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03558131,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05419781,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00285546,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00067187,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0010638,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08843537,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01310154,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00526301,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00579491,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00800649,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00834243,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00562694,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03479746,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01895244,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00814647,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00523502,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02617508,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00783853,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0005319,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00711066,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01388539,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00117578,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00355533,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00321939,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01422133,,,,,,,,,,,,,,,,,,,,,,,,,,
0.14901598,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03328574,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00649478,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00229557,,,,,,,,,,,,,,,,,,,,,,,,,,
0.14025363,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00347135,,,,,,,,,,,,,,,,,,,,,,,,,,
0.11393858,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00621483,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00114778,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0808488,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00137174,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00366731,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03650514,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0042552,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00050391,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00515103,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00887433,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01198175,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00697069,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03768092,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00137174,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04327986,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01094594,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00991014,,,,,,,,,,,,,,,,,,,,,,,,,,
5.599E-05,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00285546,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00456314,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0542818,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01013409,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00086784,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00419921,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00050391,,,,,,,,,,,,,,,,,,,,,,,,,,
2.799E-05,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02007223,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00156771,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00229557,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00501106,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00271549,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00467512,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05652137,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00795051,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00299544,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01133787,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01486521,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00484309,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03555332,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00305143,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01422133,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00725064,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00610285,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01080597,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08994709,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07642563,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05310602,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01788864,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00095182,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00072786,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00187565,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00456314,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00397525,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00165169,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00509504,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00055989,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00450715,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01343747,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00988214,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00041992,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00237955,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00131575,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02827468,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06626354,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02077209,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00492707,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00512304,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02253576,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00475911,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00139974,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00310742,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00111979,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05120237,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00274348,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00694269,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00831444,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01441729,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0143613,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04162817,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03026231,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01024607,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00545897,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00475911,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00965818,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00823045,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02667898,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02471935,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01111391,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02695893,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00671874,,,,,,,,,,,,,,,,,,,,,,,,,,
0.12586434,,,,,,,,,,,,,,,,,,,,,,,,,,
0.85546317,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02052014,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02914252,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01167381,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00747459,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02169592,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02903054,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00806248,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00257552,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04341984,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02200386,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01707679,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00517903,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00139974,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00187565,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01410935,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05142633,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01749671,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00526301,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02102405,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02631505,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0047871,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00450715,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00165169,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04257999,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00949022,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06892304,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02007223,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01548109,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01209373,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08529996,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00111979,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00316341,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00086784,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00414322,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0111699,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03650514,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00389127,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00302343,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00823045,,,,,,,,,,,,,,,,,,,,,,,,,,
0.12536043,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01016209,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00461913,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01536911,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00439517,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03446152,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1431091,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02998236,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00358333,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06519974,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00195963,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00895832,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00828644,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01321352,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3111615,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01657288,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00030794,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00512304,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01142185,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03283783,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00660676,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01962431,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00652277,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01769267,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01483721,,,,,,,,,,,,,,,,,,,,,,,,,,
0.09756166,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00162369,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04943871,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01338148,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00459114,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08068083,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01158982,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00901431,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00674673,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00215559,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01858851,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03205397,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00083984,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01559307,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00176367,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00789452,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01100193,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00097982,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04294393,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00201562,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00509504,,,,,,,,,,,,,,,,,,,,,,,,,,
0.11309874,,,,,,,,,,,,,,,,,,,,,,,,,,
8.398E-05,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00467512,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00358333,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00083984,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00176367,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05596148,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0026595,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00288346,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0675513,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00081185,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1882926,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00621483,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01013409,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00943423,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01962431,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00123177,,,,,,,,,,,,,,,,,,,,,,,,,,
